id,minute,second,period,playerName,playerId,teamId,h_a,x,y,type,outcomeType,qualifiers
2944934463.0,5,18.0,FirstHalf,Lee Jae-Sung,142959,1159,a,40.6,65.8,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""111""}, {""type"": ""Defensive""}]"
2944934469.0,5,23.0,FirstHalf,Kim Min-Jae,370912,1159,a,27.1,47.9,BallRecovery,Successful,[]
2944934479.0,5,28.0,FirstHalf,Érik Lira,447638,972,h,58.7,61.8,BallRecovery,Successful,[]
2944934505.0,5,43.0,FirstHalf,Paik Seung-Ho,362786,1159,a,8.5,40.4,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""11.3""}, {""type"": ""PassEndY"", ""value"": ""17.3""}, {""type"": ""Length"", ""value"": ""16.0""}, {""type"": ""Angle"", ""value"": ""4.90""}]"
2944934507.0,5,45.0,FirstHalf,Kim Moon-Hwan,414214,1159,a,11.9,17.6,Clearance,Successful,"[{""type"": ""Head""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""21.1""}, {""type"": ""PassEndY"", ""value"": ""6.8""}, {""type"": ""Length"", ""value"": ""12.1""}, {""type"": ""Angle"", ""value"": ""5.63""}]"
2944934515.0,5,51.0,FirstHalf,Kim Moon-Hwan,414214,1159,a,10.8,9.4,BallRecovery,Successful,[]
2944934527.0,5,55.0,FirstHalf,Edson Álvarez,322696,972,h,45.7,57.8,BallRecovery,Successful,[]
2944934569.0,6,14.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,16.8,70.8,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""26.2""}, {""type"": ""PassEndY"", ""value"": ""82.8""}, {""type"": ""Length"", ""value"": ""12.8""}, {""type"": ""Angle"", ""value"": ""0.69""}]"
2944934571.0,6,21.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,1.8,58.9,KeeperPickup,Successful,[]
2944934585.0,6,36.0,FirstHalf,Johan Vásquez,425115,972,h,53.6,93.6,BallRecovery,Successful,[]
2944934609.0,7,1.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,4.8,55.8,KeeperPickup,Successful,[]
2944934633.0,7,17.0,FirstHalf,Raúl Rangel,527319,972,h,11.1,56.1,BallRecovery,Successful,[]
2944934735.0,8,6.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,46.5,91.4,BallRecovery,Successful,[]
2944934893.0,9,30.0,FirstHalf,Lee Jae-Sung,142959,1159,a,20.5,66.6,BallRecovery,Successful,[]
2944934939.0,9,49.0,FirstHalf,Raúl Rangel,527319,972,h,13.1,64.2,KeeperPickup,Successful,[]
2944934977.0,10,15.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,14.2,52.8,KeeperPickup,Successful,[]
2944935021.0,10,39.0,FirstHalf,Brian Gutiérrez,396565,972,h,72.2,3.2,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""105""}, {""type"": ""Offensive""}]"
2944935045.0,10,59.0,FirstHalf,Luis Romo,447635,972,h,59.7,3.8,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""111""}, {""type"": ""Defensive""}]"
2944935057.0,11,3.0,FirstHalf,Jorge Sánchez,447643,972,h,57.6,5.9,BallRecovery,Successful,[]
2944935149.0,12,0.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,14.5,46.6,BallRecovery,Successful,[]
2944935197.0,12,31.0,FirstHalf,Érik Lira,447638,972,h,53.2,16.5,BallRecovery,Successful,[]
2944935201.0,12,33.0,FirstHalf,Lee Jae-Sung,142959,1159,a,57.0,89.8,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""120""}, {""type"": ""Defensive""}]"
2944935203.0,12,34.0,FirstHalf,Seol Young-Woo,477549,1159,a,65.8,91.5,BallRecovery,Successful,[]
2944935215.0,12,37.0,FirstHalf,Roberto Alvarado,447636,972,h,33.0,18.5,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""128""}, {""type"": ""Defensive""}]"
2944935219.0,12,39.0,FirstHalf,Brian Gutiérrez,396565,972,h,36.1,28.3,BallRecovery,Successful,[]
2944935243.0,13,11.0,FirstHalf,Lee Han-Beom,531031,1159,a,33.6,6.2,BallRecovery,Successful,[]
2944935255.0,13,14.0,FirstHalf,Jesús Gallardo,252248,972,h,46.3,91.1,BallRecovery,Successful,[]
2944935403.0,14,21.0,FirstHalf,Kim Min-Jae,370912,1159,a,31.6,32.6,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""56.7""}, {""type"": ""PassEndY"", ""value"": ""23.6""}, {""type"": ""Length"", ""value"": ""27.1""}, {""type"": ""Angle"", ""value"": ""6.06""}]"
2944935405.0,14,46.0,FirstHalf,Kim Min-Jae,370912,1159,a,38.5,58.0,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""161""}, {""type"": ""Defensive""}]"
2944935895.0,14,50.0,FirstHalf,Lee Jae-Sung,142959,1159,a,42.3,68.2,BallRecovery,Successful,[]
2944935511.0,16,1.0,FirstHalf,Kim Moon-Hwan,414214,1159,a,67.3,29.8,BallRecovery,Successful,[]
2944935519.0,16,8.0,FirstHalf,Julián Quiñones,509557,972,h,22.3,76.4,BallRecovery,Successful,[]
2944935633.0,17,10.0,FirstHalf,Érik Lira,447638,972,h,32.7,12.1,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""150""}, {""type"": ""Defensive""}]"
2944935639.0,17,16.0,FirstHalf,Luis Romo,447635,972,h,25.7,26.1,BallRecovery,Successful,[]
2944935749.0,18,9.0,FirstHalf,Lee Jae-Sung,142959,1159,a,41.8,87.0,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""195""}, {""type"": ""Defensive""}]"
2944935751.0,18,11.0,FirstHalf,Seol Young-Woo,477549,1159,a,33.5,86.4,BallRecovery,Successful,[]
2944935793.0,18,50.0,FirstHalf,Kim Moon-Hwan,414214,1159,a,39.5,5.6,BallRecovery,Successful,[]
2944935809.0,18,53.0,FirstHalf,Érik Lira,447638,972,h,56.8,90.7,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""173""}, {""type"": ""Defensive""}]"
2944935815.0,18,55.0,FirstHalf,Érik Lira,447638,972,h,58.2,86.8,BallRecovery,Successful,[]
2944935881.0,19,17.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,2.9,47.8,KeeperPickup,Successful,[]
2944935891.0,19,38.0,FirstHalf,Edson Álvarez,322696,972,h,54.1,60.0,BallRecovery,Successful,[]
2944936087.0,21,33.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,14.2,54.0,KeeperPickup,Successful,[]
2944936117.0,21,51.0,FirstHalf,Luis Romo,447635,972,h,54.3,34.9,BallRecovery,Successful,[]
2944936413.0,25,43.0,FirstHalf,Edson Álvarez,322696,972,h,34.2,12.6,Interception,Successful,"[{""type"": ""Head""}, {""type"": ""Zone"", ""value"": ""Back""}]"
2944936441.0,25,52.0,FirstHalf,Roberto Alvarado,447636,972,h,18.7,6.1,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""BlockedCross""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""207""}]"
2944936505.0,26,19.0,FirstHalf,Jesús Gallardo,252248,972,h,37.0,72.4,BallRecovery,Successful,[]
2944936885.0,26,37.0,FirstHalf,Seol Young-Woo,477549,1159,a,43.7,96.0,BlockedPass,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""266""}, {""type"": ""Defensive""}]"
2944936561.0,26,39.0,FirstHalf,Seol Young-Woo,477549,1159,a,46.4,93.8,BallRecovery,Successful,[]
2944936589.0,26,55.0,FirstHalf,Raúl Rangel,527319,972,h,8.7,50.4,BallRecovery,Successful,[]
2944936603.0,27,6.0,FirstHalf,Lee Han-Beom,531031,1159,a,42.4,10.0,BallRecovery,Successful,[]
2944936617.0,27,13.0,FirstHalf,Luis Romo,447635,972,h,50.8,71.8,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""225""}, {""type"": ""Defensive""}]"
2944936623.0,27,17.0,FirstHalf,Raúl Rangel,527319,972,h,24.0,65.2,BallRecovery,Successful,[]
2944936697.0,28,0.0,FirstHalf,Raúl Rangel,527319,972,h,3.9,72.0,KeeperPickup,Successful,[]
2944936733.0,28,28.0,FirstHalf,Son Heung-Min,91909,1159,a,75.7,52.8,BallRecovery,Successful,[]
2944937551.0,29,12.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,60.2,67.0,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""291""}, {""type"": ""Defensive""}]"
2944936759.0,29,13.0,FirstHalf,Luis Romo,447635,972,h,44.3,46.6,BlockedPass,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""236""}, {""type"": ""Defensive""}]"
2944937011.0,31,59.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,5.0,75.6,KeeperPickup,Successful,[]
2944937041.0,32,24.0,FirstHalf,Raúl Rangel,527319,972,h,12.1,30.3,KeeperPickup,Successful,[]
2944937063.0,32,34.0,FirstHalf,Lee Han-Beom,531031,1159,a,31.3,10.1,Clearance,Successful,"[{""type"": ""Head""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""32.6""}, {""type"": ""PassEndY"", ""value"": ""22.6""}, {""type"": ""Length"", ""value"": ""8.6""}, {""type"": ""Angle"", ""value"": ""1.41""}]"
2944937067.0,32,37.0,FirstHalf,Kim Min-Jae,370912,1159,a,31.9,25.6,Clearance,Successful,"[{""type"": ""Head""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""41.5""}, {""type"": ""PassEndY"", ""value"": ""39.8""}, {""type"": ""Length"", ""value"": ""14.0""}, {""type"": ""Angle"", ""value"": ""0.76""}]"
2944937077.0,32,40.0,FirstHalf,Paik Seung-Ho,362786,1159,a,36.3,46.9,Interception,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}]"
2944937103.0,32,51.0,FirstHalf,Lee Jae-Sung,142959,1159,a,32.4,86.9,BallRecovery,Successful,[]
